total_rooms,population,median_income,median_house_value
3073,1486,4.8984,311700
3333,1171,6.4958,500001
2829,1010,10.3587,500001
3539,1190,10.6796,500001
4394,1443,11.2979,500001
6603,2336,13.2935,500001
2929,1054,13.5728,500001
2861,829,15.0001,500001
2416,810,13.8556,500001
1346,415,7.0285,500001
1918,632,15.0001,500001
2597,964,13.3036,500001
2381,859,8.0257,500001
4066,1532,4.8125,500001
3851,1456,4.5208,442100
4949,1985,4.252,436700
3155,1208,3.6769,450000
2075,1026,3.1635,366700
2709,1238,3.1563,330000
2545,1548,2.9125,475000
1394,716,1.5132,450000
4725,1945,4.1365,470800
651,333,1.9722,500001
3407,1463,3.0369,500001
3303,986,1.5957,101400
6577,3032,5.9263,251800
10267,4956,5.5061,239400
1290,689,6.0097,220200
2235,1148,4.869,221600
2411,1040,6.155,257300
2333,969,4.8164,241100
3082,1590,4.5167,319000
1656,817,5.5675,215900
1254,629,4.9643,236100
1668,807,4.5125,200300
1558,884,2.2304,203800
2720,1158,5.0796,228300
3104,1111,13.4196,500001
4152,1461,15.0001,500001
2233,769,8.3839,500001
1711,671,7.7572,500001
1506,547,7.8705,500001
2146,851,6.48,500001
6365,2767,3.6451,383300
2914,1334,2.9934,350000
2924,1492,2.775,291700
3484,1268,3.2609,500001
709,388,2.2643,350000
2737,1157,5.128,500001
4371,1932,4.625,136800
8510,3733,6.1082,253700
6145,2710,7.5078,344000
1287,525,6.4171,319300
3580,1694,5.4065,243800
4239,1890,6.3911,301700
2276,1001,4.1042,252100
3787,1966,4.055,222500
4338,1514,8.8612,500001
5297,1986,8.6454,483500
3324,1190,7.2772,477200
2794,1334,4.3462,222100
1952,1156,4.185,209200
2396,1064,4.7,223600
1614,850,4.1806,209000
2327,1166,4.2344,262500
2537,1161,5.3028,229200
1893,911,4.8036,295300
3252,1411,3.1885,219000
11154,4076,5.4609,500001
6748,2431,12.8879,500001
9013,2919,13.947,500001
4715,1660,10.1882,500001
4072,1468,3.8571,500001
1241,679,2.3098,500001
1901,865,2.3417,425000
15341,7270,6.1281,236200
934,519,5.3209,185000
7748,4768,5.305,311200
5477,3384,3.6625,228100
4222,2024,5.8703,500001
7498,3189,8.1248,374000
4542,2144,8.8467,450700
2272,868,7.7464,474600
1975,801,7.8193,379600
3204,1499,5.5649,271200
8850,4717,3.7816,254200
7849,3561,4.6625,290900
3218,2295,3.0926,418500
1471,735,8.3841,472200
1620,1052,5.5209,203300
1275,959,5.0282,195400
2394,1490,4.3261,206700
1328,823,4.5648,193700
1663,762,5.1265,211000
1795,1082,4.9102,207200
881,464,2.9511,203900
1560,763,3.8516,206900
2082,1047,3.6534,216000
1700,930,3.675,213100
1611,879,3.1923,221800
2307,1168,4.2143,245400
17377,7450,3.2154,259600
1814,709,4.825,500001
1985,819,6.5147,500001
2167,761,13.6842,500001
993,368,10.8082,500001
7418,2713,5.0867,500001
2757,1014,3.1433,500001
5509,3002,5.5981,220100
3013,1356,5.1163,233200
2288,2305,3.227,136100
3839,1342,3.9118,333700
1927,896,5.634,320500
3674,1590,8.176,308400
6331,2957,3.3892,323100
4039,2675,3.0321,240000
2131,1065,3.2404,230400
4101,2630,4.6607,199800
3124,1855,2.9389,213200
3270,2118,3.225,205300
2221,1998,2.8701,191100
2618,1961,2.625,192300
4175,2118,4.2083,240300
7194,3687,3.1887,189300
6430,2897,3.855,243800
3554,1623,3.6141,290600
6920,2515,9.2189,500001
5477,1925,8.1888,500001
4350,1551,7.0318,500001
2096,1044,6.8299,262100
4423,1995,8.2159,376200
5481,2477,6.7248,377200
7665,3517,10.8805,500001
4960,1929,10.9052,500001
2639,1191,6.2788,322200
4631,2360,3.0977,264000
3422,1690,4.375,232900
1753,1318,4.125,241400
1664,1000,4.6731,224100
2193,1299,3.6187,211600
2593,1596,3.9886,199200
6064,4876,2.875,227100
1600,1012,4.1597,201600
2205,1242,4.1319,203700
3380,2199,2.5739,239200
1938,1280,3.9632,240300
7214,4100,3.0943,174500
2458,1034,5.6738,443600
3352,1815,2.8528,425000
1080,386,6.1274,315900
3755,1493,11.4233,500001
6778,2540,8.565,500001
15348,7087,6.3277,237700
21086,9936,5.8602,265100
8726,3789,6.8419,323300
7010,3331,6.776,278100
8879,3468,8.1125,428600
4919,2183,8.1356,352800
4018,1508,8.203,445400
5751,2230,4.3458,407500
4409,4579,2.8727,245100
2592,1427,5.0623,246400
2549,1624,3.6905,179800
978,475,4.675,222500
1856,990,4.3654,223800
5862,3161,3.1106,170600
3011,1287,5.0605,311000
1482,617,8.8619,500001
9075,3646,6.0307,500001
2603,928,7.9096,500001
966,233,1.9667,450000
17313,6902,5.6798,320900
3927,1984,4.8536,202600
1962,697,8.565,500001
2980,1208,8.1714,500001
3215,1710,5.5126,248400
2406,1242,4.6944,221800
1843,1041,4.4271,205100
1599,819,4.3194,197000
1286,788,3.5333,196800
8327,4126,3.7313,189800
1544,891,4.175,190900
2273,1431,4.0789,196700
1770,1083,5.0483,221000
2600,1246,4.1111,215600
782,425,5.4548,201400
2579,1237,4.433,235100
2185,986,4.8125,266700
1237,671,3.9615,183600
1819,770,5.4088,457300
1366,719,4.8264,251000
2987,1244,7.1322,500001
9657,3585,10.4399,500001
2332,761,7.3031,500001
2095,662,8.2934,500001
6995,2907,7.0808,341200
7384,2795,9.6047,500001
5098,2239,5.6149,273100
4679,1945,8.7471,419900
3275,1746,4.9676,221900
2795,1702,3.7798,258400
3262,1879,4.1359,255200
878,499,4.1181,190400
4891,2447,5.8798,270500
2559,1358,4.5568,201500
1759,943,5.223,209200
7157,4642,3.1818,208000
2981,1243,6.5304,439800
1950,870,3.1875,500001
5791,2059,10.9201,500001
7970,2926,11.2866,500001
4883,2119,5.521,280800
3239,1529,3.2426,236900
1917,1019,4.8929,234900
3907,2037,4.1023,230200
2560,1428,5.6345,228200
1969,950,4.875,230400
2209,1034,4.7125,250900
2642,1649,3.0187,217700
1389,826,5.015,220900
1558,793,5.1463,220200
1323,756,4.233,221300
2979,1824,3.5,223700
2329,966,3.8839,224900
4286,2863,3.3125,222800
3061,2173,2.85,187500
908,368,5.6159,340500
3393,1471,6.2064,334900
3856,1422,8.4196,450700
718,324,6.4018,500001
4440,1560,8.8666,500001
1491,98,1.4205,90000
538,8733,4.2391,154600
8146,3562,7.167,357100
9716,4992,3.6231,193300
6592,4459,3.0347,254500
4407,2676,3.4091,168800
6015,3056,4.0077,229000
2389,1560,4.8333,225400
1943,895,5.0462,227700
2335,1986,2.9974,178800
1789,2300,2.754,179800
11853,4404,4.2009,271300
1887,761,5.4847,296000
2023,747,6.7694,369700
1303,450,10.5511,483100
2396,1054,6.4504,407000
2682,1134,3.2132,166000
6154,3010,5.6392,271500
8866,5005,3.2564,230300
9512,7282,2.8039,227500
2869,2162,3.2297,150000
14912,5105,2.8312,213900
3999,1628,6.0794,338500
4570,1693,6.14,361900
2228,960,7.6091,438500
866,399,6.91,380000
319,149,4.625,433300
2043,606,8.4331,500001
2267,756,2.5474,78400
3660,1243,3.4911,137200
4031,1539,3.8917,120800
4028,2062,4.0579,167100
5989,1787,6.6916,329500
1949,868,5.0151,285200
8295,3903,5.5111,276600
5406,2337,6.0137,375900
3727,1724,6.1419,327300
5256,2474,7.3252,333700
1058,778,3.3534,180500
3494,1861,5.6407,251500
2609,1208,5.4527,227100
1718,896,3.6296,160900
703,369,4.3125,210100
3824,1790,4.1154,246400
1689,705,4,278500
5944,2372,3.8819,328900
4364,1550,6.8107,367400
10860,4178,6.3249,262100
2633,1313,4.0909,232900
1636,866,5.6356,241300
3234,1597,6.1074,258600
2421,1120,5.0309,244800
3098,1486,5.7613,235800
1934,905,5.5101,267400
3124,1241,6.4044,333100
3268,1463,6.8482,308300
1491,756,3.0404,262800
5661,2493,7.9814,409900
3952,1762,5.5709,244800
7411,2814,6.7785,336100
3568,1741,5.1529,259600
4769,2019,5.5798,338200
2896,1116,6.0192,347700
3346,1296,7.457,392700
3795,1521,5.8735,448100
1315,581,5.4024,253000
4312,1902,8.4438,390000
3017,1423,5.6163,248400
2399,1062,6.0094,245600
3274,1424,4.4167,247300
3808,1784,5.1641,263400
6767,2574,7.7846,409000
1724,934,6.0783,229200
5429,2315,9.6465,500001
2772,1346,5.2016,243000
1793,1016,4.925,240300
4607,1769,7.4918,367600
9664,3617,4.0581,162900
2356,1556,3.775,155000
897,263,6.1288,350000
7544,3221,7.642,374900
6612,2519,8.3912,419000
2560,907,10.076,500001
8798,2750,8.7364,500001
6123,2440,7.9013,393000
3221,1390,3.5313,191800
3753,1859,4.9946,204600
16544,6214,9.1228,500001
121,67,2.9821,325000
6150,3188,4.7034,223000
6488,3199,5.0962,238000
1561,817,5.477,209100
4637,2476,4.0568,225200
102,55,3.9934,500001
3663,1179,12.542,500001
1177,415,10.0472,500001
204,117,9.7646,500001
4642,658,2.3937,82100
14275,7158,5.4284,236300
1527,756,6.1825,227000
2831,1284,6.1383,244100
1678,862,6.1834,229800
727,467,3.7188,250000
2377,1200,4.7083,196100
2405,1011,4.504,204300
1983,978,6.3199,236700
1586,699,6.5483,335000
2983,1203,6.3236,302000
2751,1432,5.2067,221200
2911,1773,4.6528,186600
990,719,3.163,179400
2229,1283,5.5955,217700
3051,1705,5.7376,218600
2654,1392,5.4459,223900
23866,9873,5.4032,318500
3263,1910,2.8603,128900
4983,2510,6.9454,276500
5451,2526,7.355,343900
4550,2301,4.556,205300
3301,1085,3.7315,159300
2493,1488,4.18,215000
3467,1798,4.8717,204100
4337,2347,5.4091,222400
1815,960,5.4243,214700
3487,2782,7.9184,500001
534,243,8.2787,330000
1452,928,4.6908,186600
3844,1665,6.2059,239900
966,690,5.1698,188000
3371,1717,6.1253,225000
3495,1629,5.8096,264400
1767,1040,5.4787,198100
2234,1325,5.4604,193400
16704,6187,6.6122,357600
2950,1228,5.3749,346100
2255,857,4.5333,377300
2786,1114,5.8578,266300
1929,1067,5.4038,222100
1750,962,4.5673,190400
4355,2030,6.5571,500001
4685,2180,4.5458,208200
1416,1024,5.1074,185200
2873,1915,5.3681,187700
1658,1053,4.7574,209900
16222,6700,6.4963,308100
2743,1798,3.6761,170900
4072,1834,6.0487,254500
1841,833,7.7785,404700
30405,12873,8.0137,399200
1343,487,6.83,500001
1146,595,4.5833,198500
1986,761,7.2137,401900
3330,1577,4.6985,264100
1466,661,6.2893,282700
15572,5495,8.6499,500001
1143,647,6.8474,356700
3678,1882,4.1607,196800
9147,3950,5.716,320800
1281,534,2.8906,65700
2358,2302,1.9688,53900
2185,1910,2.1136,57300
655,222,7.8528,337500
11668,4054,6.9935,385500
1190,717,2.6302,81300
1959,1763,2.1357,53500
6679,3196,5.4493,242600
8803,3385,8.7288,425800
5647,2050,6.3586,348300
4668,1917,8.1397,353900
3380,1227,4.2857,233200
1956,671,6.4001,321800
1316,450,10.1597,500001
3170,1418,7.5118,361900
4975,2537,5.2361,224700
3449,1877,3.2176,187500
6075,2571,5.22,399400
3785,1527,8.4443,358500
7508,2484,5.8788,500001
1639,1222,1.7656,68000
2783,2566,1.9907,51200
187,130,3.3438,500001
5593,1992,7.2965,342900
5094,2230,6.4823,290900
2195,1360,3.4773,206700
1328,691,4.9234,241400
2287,967,6.5162,349400
5873,3089,3.5504,173800
1999,759,8.7657,366300
4109,1409,8.1064,423400
3837,1509,8.4476,500001
2749,1195,3.0391,139700
298,161,4.125,71300
1932,886,5.0855,232200
1775,1004,5.5845,251700
1230,673,6.2708,251400
3354,2020,4.1576,211800
2399,1199,4.125,264600
1326,586,6.5474,422900
3135,1474,6.1949,243500
1509,578,10.2614,410800
1504,584,3.4792,94600
2458,1352,3.5441,87000
4242,1858,6.0145,287100
4439,1881,6.2935,258000
1924,775,7.001,286800
2179,1338,5.5224,240700
5661,3188,3.4676,212800
1351,762,2.1111,105300
728,360,6.1244,375000
3369,2751,4.0474,182100
3654,1565,6.2748,274800
2343,2007,5.756,302700
4862,1938,7.3409,316000
2296,842,7.7889,309900
7268,3232,3.3703,228700
4260,1701,5.1033,410700
15990,5175,7.7848,500001
366,265,3.125,375000
1545,1334,3.4375,194100
917,678,5.8133,195700
3878,1651,5.5402,264600
4656,2320,3.0938,100800
6145,5666,1.9066,54600
4431,2304,4.2599,209100
2614,1163,1.5781,134400
5591,3188,5.5925,208600
25187,11956,6.9712,321300
1582,573,10.0595,500001
4719,1880,5.3558,313800
1616,187,3.7857,78600
3587,1398,2.569,113000
4121,2590,3.3462,67600
1401,1344,2.0921,61400
2888,2949,1.7716,45500
2861,2065,3.2024,176100
6106,3246,5.2206,280200
3220,1381,2.8958,176000
1148,521,2.9208,98500
1755,664,6.2885,216400
3122,1733,3.8307,70600
3589,1746,2.4919,75700
3815,3450,2.0174,63700
1297,909,1.9236,106300
2702,2664,3.0893,173400
1290,1060,3.3152,198000
3631,2585,3.0691,130400
2400,1067,6.3522,259300
1552,685,5.9836,294800
2685,951,2.6184,113900
1439,557,6.1563,204200
2412,1558,2.6903,62800
508,229,4.0332,128300
806,323,3.5,113900
3275,2422,3.7092,190500
1775,1071,4.6607,187900
2619,1655,3.886,281300
2730,1248,6.187,287900
2255,1006,4.1563,94000
2271,986,4.0703,147100
3216,1539,6.3639,143000
5548,2815,4.2214,104600
3074,1223,5.4592,139100
3137,1318,7.7751,194100
1667,971,2.875,57400
3372,2352,2.0643,57600
1106,790,1.8523,59700
2714,1823,3.1281,76200
10018,4253,8.9063,500001
3502,1713,5.5181,242100
3689,1898,5.9224,239400
3746,1556,6.3303,299400
1679,928,5.5681,235600
1170,493,8.0428,500001
2220,906,3.5938,95200
2594,1419,3.725,83100
1475,946,1.6728,55400
1672,1059,2.1588,61300
2294,1753,2.1078,54700
3480,2007,3.2738,78700
3278,1338,2.9891,116500
2817,1089,3.1364,123500
2719,1318,4.675,228800
2237,1121,6.0994,254900
2372,1039,7.6016,344900
2630,1184,5.2955,247600
2953,1397,6.541,291500
3934,901,4.2381,242700
1302,320,3.1964,80000
1268,636,1.742,118800
3548,1542,2.947,87100
2473,1271,3.5524,89100
5624,2842,3.1297,79000
2417,973,3.0568,85600
2047,888,3.6734,92900
1603,1026,1.365,54300
1025,874,1.9612,53400
2285,1738,2.4848,54000
3103,1567,6.907,500001
15207,6301,3.9699,217000
1807,587,1.9811,162500
3137,1384,6.1306,258200
2284,342,3.0921,87500
1847,238,3.6042,137500
1289,1100,1.975,51400
1896,937,3.996,85500
1859,854,3.1906,76200
2121,1547,2.774,59500
1185,1038,0.9951,48000
1673,1041,1.375,57500
1361,1483,1.625,46800
425,380,1.4125,42500
2396,1781,1.8819,58000
1379,1156,1.7197,48900
1418,1219,1.5743,46700
7338,3419,7.0242,293100
991,419,3.5469,82500
1795,483,4.5375,169800
3769,1160,3.05,188900
2043,1497,2.343,47400
1864,1052,3.4205,76600
1443,680,2.9821,73100
813,440,2.8393,69800
2620,2375,1.2618,46900
607,476,1.1875,50700
1812,1592,1.4146,49100
1497,1182,1.0648,50000
1020,795,1.625,50800
1171,1193,0.8639,49400
1807,1460,1.4786,54800
1562,1223,0.9675,47100
825,670,1.1638,57900
1244,933,1.6981,49400
1482,1059,1.2617,42700
1328,795,4.4219,338100
2476,1251,5.7676,241300
2474,338,5.01,195500
7744,483,3.2917,231800
983,672,2.975,63900
2153,1317,1.7564,42600
1908,789,3.5714,84600
2225,890,4.0208,90400
2805,1325,2.5083,70100
2228,1516,1.6009,48800
1390,1116,1.3451,57500
1317,1025,1.4024,51000
918,743,1.7292,58100
832,814,1.4773,57400
1498,1168,1.2232,49300
1524,1210,1.1136,47800
1293,1109,1.1786,45600
1615,1380,1.6632,49800
1590,1311,1.6786,52900
1576,870,1.6575,59500
875,567,0.9288,36600
2248,1461,2.9402,56200
10618,4830,6.6246,284200
1042,509,2.9815,73000
3208,1986,1.5506,52300
2250,928,4.3906,93900
2839,1203,3.7708,79400
303,216,2.2212,55500
850,764,0.9407,43600
896,805,1.25,42500
1021,1258,1.7375,48600
1164,992,1.4015,48700
2931,1969,2.2155,62100
991,620,1.9417,53800
1337,767,1.6522,53300
3634,1317,4.2917,227900
1822,578,5.4346,428600
1620,1154,1.8857,55500
2450,1330,1.6103,50900
1505,1392,1.6812,47700
1127,839,1.3807,53100
3915,1768,2.375,79800
3458,1465,2.5806,82500
434,274,1.1944,57500
790,426,1.4427,50600
629,568,1.7321,84400
593,364,1.4779,66000
1702,1191,1.8801,57800
821,579,1.2469,46700
1838,1203,1.6797,60700
2658,1490,1.2157,57000
1941,1277,1.056,51600
598,366,1.9125,57900
1354,922,2.1875,58000
1730,782,3.0208,63700
973,613,1.5625,46700
1120,677,1.5429,39400
3068,1897,2.4234,63700
4870,2717,2.596,70000
7092,4101,2.1006,74800
8596,4893,3.9054,80900
7011,4163,2.7659,77500
80,66,3.125,65000
2234,1254,3.0234,88600
1173,702,1.6146,53100
2610,1659,1.5911,60800
2078,1336,2.2202,65200
3415,1527,4.0125,84400
2033,956,3.1736,70700
1089,520,2.2727,67200
2044,1021,1.8472,57400
2221,1106,1.97,51900
2348,1413,1.3222,51400
191,106,2.0455,72500
227,169,1.3527,60000
346,129,1.1875,63800
2687,1521,1.7213,61600
1631,847,2.5062,73700
1472,670,2.2407,76000
1463,692,2.3125,65800
1650,1145,1.5357,56500
2861,1375,3.4286,71400
2053,1193,2.75,65800
3691,2072,2.1553,84700
2927,1821,3.3529,82600
7397,4611,3.6369,81600
1498,707,3.7974,228700
4650,2374,5.8838,232600
2736,1432,2.6944,67700
2471,1040,3.25,80600
3210,1908,2.4167,77600
1925,1405,2.162,51900
3520,1748,4.3162,87100
1705,905,1.6286,54600
2952,1491,2.6094,67900
1808,1005,1.7857,54300
1761,911,2.0331,53200
2608,1566,2.1818,63500
4513,1593,2.9821,118700
2122,843,3,91800
1503,554,1.6786,126600
2508,1035,2.6513,72300
2551,1342,1.9671,76800
1944,977,3.9097,81300
1441,695,2.6875,73700
2221,1131,3.0486,68500
3057,1627,2.7083,84700
2721,1294,2.5575,100200
829,447,4.1484,102900
3344,1483,6.196,340600
3655,1776,5.687,238100
3284,1832,5.2773,250800
3421,2220,4.7831,214200
2288,1238,3.0278,77400
2185,1108,2.2277,78000
2623,1912,1.5893,52000
1009,994,1.8462,55800
1691,913,1.8403,54700
1577,844,3.0625,69400
3268,1622,1.3587,67500
1637,714,2.1818,75300
1618,667,2.875,82700
1533,771,3.0435,69500
1607,817,2.5644,73000
4590,2212,3.1753,85000
37,34,1.2,50000
462,334,5.3582,281300
1856,863,4.5833,500001
7794,4169,5.9316,311900
9807,4199,5.0145,246600
3297,1749,4.0217,99200
2472,1238,1.7756,62900
1992,1006,2.8393,57000
2353,1368,2.325,63200
1894,846,3.8611,126400
4635,2307,3.6548,84700
4507,2261,3.3261,118400
12707,7009,2.9438,87200
10822,6241,4.0631,88200
1236,1079,2.6991,181300
1815,2428,2.8417,162500
4357,2110,3.0119,218200
143,113,2.8942,275000
57,69,5.0066,275000
2402,1527,2.3194,52900
1282,852,1.6354,49000
2572,1402,3.6786,72900
2683,1497,1.7031,64600
3501,2009,2.6576,65700
1228,409,4.3482,95200
9351,4584,2.575,69900
3944,2355,3.569,70700
416,436,2.2222,262500
1409,981,2.7951,199300
1459,902,2.4185,189900
2426,2116,2.0682,158300
7436,2982,7.6775,391200
3511,2591,3.0219,221700
3471,2002,5.2742,257500
4175,2257,3.1446,177100
1736,330,3.5294,160700
2693,1785,3,71000
2265,1285,3.2042,76200
3889,1872,2.6812,107600
5254,2155,4.6705,110700
4119,1294,2.4123,86200
4201,1667,4.8839,134100
9027,4870,3.406,100700
3081,1830,2.5804,97900
1631,285,2.7656,130000
1606,1158,3.0324,55600
1911,1241,2.5156,59300
2271,1145,3.1528,113700
1880,1003,2.7298,103400
1748,891,1.9439,62100
4159,2089,5.5261,132000
6435,3242,5.575,132200
6442,2966,4.5791,123400
892,331,7.1837,176300
4070,1580,10.5941,245800
1535,768,5.4449,118500
1474,768,4.1528,130100
11609,5696,5.0012,106300
3065,2042,2.7593,194800
877,966,2,52500
1517,1275,1.5875,55800
3146,1580,2.7857,92700
1715,780,3.4306,74300
1335,943,1.9861,47700
1901,1613,1.8828,44600
254,118,4.8571,237500
2113,842,8.5325,224100
7085,3084,4.997,142900
4725,2823,4.0122,214800
40,309,4.0208,52500
1775,1217,1.8801,57600
1533,1518,1.5608,51700
1885,1056,3.2159,92800
727,559,2.4653,49500
1564,713,1.6186,77100
1809,2051,1.8144,49800
4597,1916,4.0327,131000
6640,3121,6.759,170300
2424,1379,2.6786,184000
1666,859,2.6065,93800
1972,1469,1.5407,58400
154,37,10.0263,200000
2044,894,2.9453,82800
4026,1825,3.5541,191800
470,522,2.0368,243800
3963,1905,2.2278,90500
2747,1368,2.9828,85200
1638,942,2.1731,66200
2645,1245,2.9145,114200
1575,1063,2.1477,53900
5589,3018,4.4561,96900
1264,552,4.5903,94300
1521,706,4.4196,121000
4527,2170,4.8266,146200
7200,3793,4.075,237900
737,1436,3.5625,194100
2028,2252,2.4643,182000
3379,1565,2.7321,76500
1673,1434,2.0586,40900
6268,3269,5.1457,118200
6389,6242,4.0222,206800
788,405,1.47,61900
2084,1410,1.5321,48300
735,421,2.5625,156300
321,92,7.75,375000
2754,1349,3.1618,154200
790,1095,2.25,75000
243,102,2.5714,500001
1593,836,2.726,67500
2202,1415,4.43,207700
1435,657,2.4281,72500
8733,2006,4.5724,168400
2005,1043,5.308,297900
2475,1269,2.98,259200
3511,2965,4.0878,186800
3445,5558,3.0972,169300
1612,1431,4.8125,194400
2946,1608,1.6829,80200
2377,1359,4.4,79300
413,400,4,219200
5330,2801,4.763,232700
1824,1049,5.9181,221100
5444,3700,2.7556,213200
7982,6437,4.1279,223900
224,147,3.6167,280000
259,142,5.2681,500001
4165,2194,6.0661,234800
8010,3982,4.0905,236500
3654,1638,6.1885,267300
1329,1001,3.65,189300
4188,2783,4.1949,197100
1039,1432,3.1103,143500
1083,1843,2.3077,106900
2028,2751,3.015,149300
1444,2145,1.6964,175000
3221,2792,2.9118,172400
1411,1295,2.6667,164900
2749,2330,4.2137,185600
1567,1482,3.5867,182100
1596,1378,4.0074,188000
2361,1146,3.6597,195100
5276,4066,4.5828,205400
2509,3129,2.6098,146100
1730,899,2.6648,129200
1253,932,2.1635,110400
4526,2088,5.6885,268200
2334,1298,5.5275,228900
629,514,3.2847,112500
4609,2147,3.375,218800
2062,1522,3.087,213900
1096,741,3.8625,234700
4039,1677,4.3897,257600
494,489,2.6964,170800
384,410,1.5625,87500
2393,1938,1.6953,167400
2636,2695,3.2196,175800
2388,1746,3.9331,187600
2053,1496,3.6546,186200
1832,1480,3.9643,186000
460,405,5.2783,167400
4769,5534,2.4167,192000
2199,1245,2.73,96900
2014,1160,1.881,52500
1476,902,2.6726,83300
2835,1399,4.4125,149000
2056,939,6.6257,427600
2197,934,6.311,283200
3231,1665,4.8583,224200
5018,2524,5.1752,218000
232,79,4.1667,214600
3889,2415,4.5,234300
3413,2223,3.8239,208200
4194,2556,4.2227,235400
1887,1339,2.9185,224500
1293,1128,2.1542,253900
3620,3171,3.3409,220500
2599,2726,3.2212,180500
3366,2857,4.6186,181100
4276,3295,4.2583,187300
1872,1511,3.2314,186800
2733,1814,4.4187,183400
2610,1543,3.9722,189000
4175,3310,3.1989,185400
1355,1427,1.3444,45600
1427,1026,2.625,57000
2295,1654,1.684,65900
7383,3415,5.3119,157300
2362,1127,3.4006,219400
4942,3012,3.445,203400
2203,1194,5.4087,223200
3009,1439,4.1845,199500
195,140,3.8889,187500
3208,1973,3.8162,235000
9503,6370,5.0016,218500
1035,782,4.2212,185400
6465,2694,2.9832,165600
3042,335,4.1838,85600
1465,1013,2.0363,53500
2158,1461,2.0216,58000
951,806,1.7734,41400
